Approved Symbol	UniProt ID(supplied by UniProt)
FAM86B1	Q8N7N1
PLD5	Q8N7P1
CLDN22	Q8N7P3
CELF2-AS1	Q8N7Q2
ZNF676	Q8N7Q3
NANOGP1	Q8N7R0
POM121L12	Q8N7R1
CCNYL1	Q8N7R7
DNAJC5G	Q8N7S2
ARIH2OS	Q8N7S6
EFHB	Q8N7U6
TPRX1	Q8N7U7
LINC00469	Q8N7U9
BEND7	Q8N7W2
ADGB	Q8N7X0
RBMXL3	Q8N7X1
STPG3	Q8N7X2
MAGEB6	Q8N7X4
SIGLECL1	Q8N7X8
KIRREL3-AS3	Q8N7Y1
GOLGA6L1	Q8N7Z2
ANKRD31	Q8N7Z5
STPG4	Q8N801
UBR7	Q8N806
PDILT	Q8N807
SLC35G3	Q8N808
C12orf76	Q8N812
C3orf56	Q8N813
CNTD1	Q8N815
TMEM99	Q8N816
PPM1N	Q8N819
ZNF611	Q8N823
TSPYL6	Q8N831
TTLL6	Q8N841
ZNF713	Q8N859
C7orf31	Q8N865
FRMD1	Q8N878
ZNF614	Q8N883
CGAS	Q8N884
BCORP1	Q8N888
ZNF366	Q8N895
ANKRD44	Q8N8A2
DDX51	Q8N8A6
FAM169B	Q8N8A8
TCEANC	Q8N8B7
ZNF781	Q8N8C0
PDCD7	Q8N8D1
NKAIN3	Q8N8D7
C5orf56	Q8N8D9
MAPKAPK5-AS1	Q8N8E1
ZNF513	Q8N8E2
CEP112	Q8N8E3
YIPF7	Q8N8F6
LSMEM1	Q8N8F7
VGLL2	Q8N8G2
C15orf54	Q8N8G6
ZNF321P	Q8N8H1
SAMD12	Q8N8I0
LINC00482	Q8N8I6
PI4KAP1	Q8N8J0
ZNF615	Q8N8J6
FAM241A	Q8N8J7
KIAA1958	Q8N8K9
ZNF491	Q8N8L2
ARL10	Q8N8L6
NAT16	Q8N8M0
RNF152	Q8N8N0
PTGR2	Q8N8N7
C11orf44	Q8N8P7
CYB561D1	Q8N8Q1
ENDOV	Q8N8Q3
COX18	Q8N8Q8
NIPA2	Q8N8Q9
SLC25A29	Q8N8R3
C2orf69	Q8N8R5
ARL14EP	Q8N8R7
ENAH	Q8N8S7
CDYL2	Q8N8U2
RTL3	Q8N8U3
BMPER	Q8N8U9
GBP7	Q8N8V2
ANKS4B	Q8N8V4
TMEM105	Q8N8V8
PNPLA1	Q8N8W4
MAB21L3	Q8N8X9
ATP6V0D2	Q8N8Y2
ZFP41	Q8N8Y5
PRR26	Q8N8Z3
DCBLD1	Q8N8Z6
ZNF441	Q8N8Z8
DAND5	Q8N907
C15orf56	Q8N910
C14orf180	Q8N912
AMER3	Q8N944
PRELID2	Q8N945
GPATCH11	Q8N954
ANKFN1	Q8N957
CEP120	Q8N960
ABTB2	Q8N961
ZDHHC22	Q8N966
LRTM2	Q8N967
ZNF709	Q8N972
MRPL43	Q8N983
NECAB1	Q8N987
ZNF557	Q8N988
CCDC89	Q8N998
C12orf29	Q8N999
CNEP1R1	Q8N9A8
ANKRD42	Q8N9B4
JMY	Q8N9B5
RASGEF1A	Q8N9B8
IGSF22	Q8N9C0
FAM133A	Q8N9E0
NAT8L	Q8N9F0
GDPD1	Q8N9F7
ZNF454	Q8N9F8
C8orf31	Q8N9H6
EXD3	Q8N9H8, Q9NX53
C1orf127	Q8N9H9
SYT2	Q8N9I0
FADS6	Q8N9I5
DTX3	Q8N9I9
ZNF565	Q8N9K5
KIAA1456	Q8N9K7, Q9P272
ZIC4	Q8N9L1
ACOT4	Q8N9L9
C19orf47	Q8N9M1
TMEM102	Q8N9M5
ASCC1	Q8N9N2
BANP	Q8N9N5
LRRC57	Q8N9N7
EIF1AD	Q8N9N8
C9orf163	Q8N9P6
SREK1IP1	Q8N9Q2
LINC00304	Q8N9R0
CDRT4	Q8N9R6
SCAI	Q8N9R8
SNX31	Q8N9S9
NKAPP1	Q8N9T2
KRI1	Q8N9T8
TC2N	Q8N9U0
SPANXA2-OT1	Q8N9U9
TRIML1	Q8N9V2
WDSUB1	Q8N9V3
ANKRD53	Q8N9V6
TOPAZ1	Q8N9V7
GOLGA6L2	Q8N9W4
DNAAF3	Q8N9W5
BOLL	Q8N9W6
FAM71D	Q8N9W8
LINC01356	Q8N9X3
TMEM75	Q8N9X5
FAM181A	Q8N9Y4
ZNF610	Q8N9Z0
CCDC71L	Q8N9Z2
LMNTD1	Q8N9Z9
FSIP1	Q8NA03
L3MBTL4	Q8NA19
WDR31	Q8NA23
MFSD2A	Q8NA29
TERB1	Q8NA31
ZNF383	Q8NA42
CCDC63	Q8NA47
IQUB	Q8NA54
TTC29	Q8NA56
C12orf50	Q8NA57
PNLDC1	Q8NA58
SPERT	Q8NA61
CNBD1	Q8NA66
TEX45	Q8NA69
FAM47B	Q8NA70
POC5	Q8NA72
DCAF4L2	Q8NA75
TEX19	Q8NA77
MARCH10	Q8NA82
THAP8	Q8NA92
FER1L6-AS1	Q8NA97
ATG16L2	Q8NAA4
LRRC75A	Q8NAA5
C15orf53	Q8NAA6
KBTBD3	Q8NAB2
IL17RC	Q8NAC3
LINC01555	Q8NAE3
ZNF579	Q8NAF0
ANKLE1	Q8NAG6
C9orf106	Q8NAJ2
ZSCAN4	Q8NAM6
MIGA1	Q8NAN2
GATS	Q8NAP1
ZBTB38	Q8NAP3
ZBTB8B	Q8NAP8
C5orf17	Q8NAS9
POMGNT2	Q8NAT1
TDRD5	Q8NAT2
FNDC5	Q8NAU1
PRPF38A	Q8NAV1
C8orf58	Q8NAV2
KDF1	Q8NAX2
SMYD1	Q8NB12
USP38	Q8NB14
ZNF511	Q8NB15
MLKL	Q8NB16
FAM184A	Q8NB25
GATD1	Q8NB37
ZNF527	Q8NB42
ANKRD52	Q8NB46
ATP11C	Q8NB49
ZFP62	Q8NB50
SYT14	Q8NB59
UNC13C	Q8NB66
KDM1B	Q8NB78
SPATA5	Q8NB90
FANCB	Q8NB91
DTWD2	Q8NBA8
ST20-AS1	Q8NBB2
ZSCAN1	Q8NBB4
C20orf203	Q8NBC4
TMEM229B	Q8NBD8
KLHL23	Q8NBE8
GLIS1	Q8NBF1
NHLRC2	Q8NBF2
AVL9	Q8NBF6
KY	Q8NBH2
CYB561A3	Q8NBI2
DRAXIN	Q8NBI3
SLC43A3	Q8NBI5
XXYLT1	Q8NBI6
GOLM1	Q8NBJ4
COLGALT1	Q8NBJ5
SUMF2	Q8NBJ7
SIDT2	Q8NBJ9
SUMF1	Q8NBK3
POGLUT1	Q8NBL1
TMEM178A	Q8NBL3
UBAC2	Q8NBM4
PCYOX1L	Q8NBM8
TMEM87A	Q8NBN3
RDH13	Q8NBN7
TTC13	Q8NBP0
MFSD9	Q8NBP5
PCSK9	Q8NBP7
HSD17B11	Q8NBQ5
AQP11	Q8NBQ7
TP53I13	Q8NBR0
MINDY2	Q8NBR6
C11orf72	Q8NBR9
SLC4A11	Q8NBS3
TXNDC5	Q8NBS9
POC1A	Q8NBT0
SPC24	Q8NBT2
TMEM145	Q8NBT3
ATAD1	Q8NBU5
PLPP7	Q8NBV4
SYT8	Q8NBV8
SLC38A9	Q8NBW4
SCCPDH	Q8NBX0
INO80E	Q8NBZ0
UXS1	Q8NBZ7
NEXN-AS1	Q8NBZ9
CLEC1A	Q8NC01
ACBD4	Q8NC06
RELL2	Q8NC24
ZNF114	Q8NC26
ZNF436-AS1	Q8NC38
RNF149	Q8NC42
RETREG2	Q8NC44
SERBP1	Q8NC51
C5orf15	Q8NC54
LEMD2	Q8NC56
NOA1	Q8NC60
NETO2	Q8NC67
KCTD6	Q8NC69
RBBP8NL	Q8NC74
NECAP1	Q8NC96
FAM98A	Q8NCA5
ZNF784	Q8NCA9
CAMKV	Q8NCB2
PLA2G15	Q8NCC3
SLC37A3	Q8NCC5
HJURP	Q8NCD3
TSEN2	Q8NCE0
MTMR14	Q8NCE2
CLEC18C	Q8NCF0
NFATC2IP	Q8NCF5
CHST4	Q8NCG5
DAGLB	Q8NCG7
CHST14	Q8NCH0
GLB1L3	Q8NCI6
SPRYD3	Q8NCJ5
ZNF485	Q8NCK3
SLC16A11	Q8NCK7
GALNT6	Q8NCL4
TMEM116	Q8NCL8
APCDD1L	Q8NCL9
KCNH5	Q8NCM2
DYNC2H1	Q8NCM8
ZBTB34	Q8NCN2
RNF169	Q8NCN4
PDPR	Q8NCN5
ZBTB44	Q8NCP5
CSNK1G2-AS1	Q8NCQ2
LINC00301	Q8NCQ3
FBXO15	Q8NCQ5
PROCA1	Q8NCQ7
B3GALNT2	Q8NCR0
C11orf65	Q8NCR3
C9orf24	Q8NCR6
CLRN3	Q8NCR9
TMEM35B	Q8NCS4
SLC44A5	Q8NCS7
ARRDC4	Q8NCT1
KIAA0895	Q8NCT3
CCDC197	Q8NCU1
CCDC191	Q8NCU4
C2CD4A	Q8NCU7
SMIM37	Q8NCU8
ADAD2	Q8NCV1
KREMEN2	Q8NCW0
NAXE	Q8NCW5
GALNT11	Q8NCW6
CCDC150	Q8NCX0
MSANTD4	Q8NCY6
SMG8	Q8ND04
BBOF1	Q8ND07
CARMIL3	Q8ND23
RNF214	Q8ND24
ZNRF1	Q8ND25
PPFIBP2	Q8ND30
LSM14A	Q8ND56
C3orf20	Q8ND61
GIMAP8	Q8ND71
CCNY	Q8ND76
ZNF280C	Q8ND82
SLAIN1	Q8ND83
PNMA1	Q8ND90
LRRN4CL	Q8ND94
HMCN2	Q8NDA2
MROH1	Q8NDA8
BANK1	Q8NDB2
FAM156A	Q8NDB6
FAM156B	Q8NDB6
MAPK1IP1L	Q8NDC0
MORN4	Q8NDC4
C1orf131	Q8NDD1
PAPD5	Q8NDF8
TDRD9	Q8NDG6
CCDC168	Q8NDH2
NPEPL1	Q8NDH3
ICA1L	Q8NDH6
EHBP1	Q8NDI1
AGBL5	Q8NDL9
CFAP43	Q8NDM7
RCBTB1	Q8NDN9
ZNF439	Q8NDP4
ZNF540	Q8NDQ6
RBM15B	Q8NDT2
ST6GALNAC3	Q8NDV1
GPR26	Q8NDV2
SMC1B	Q8NDV3
TNRC6A	Q8NDV7
ZNF248	Q8NDW4
TTC21A	Q8NDW8
PSD4	Q8NDX1
SLC17A8	Q8NDX2
PHC3	Q8NDX5
ZNF740	Q8NDX6
LY6G5B	Q8NDX9
ADPRHL1	Q8NDY3
MDS2	Q8NDY4
BHLHE23	Q8NDY6
TMEM52	Q8NDY8
BEND2	Q8NDZ0
SIMC1	Q8NDZ2
C3orf58	Q8NDZ4
TMEM161B	Q8NDZ6
TMEM104	Q8NE00
CNNM3	Q8NE01
RGS22	Q8NE09
NSUN7	Q8NE18
SETD9	Q8NE22
STKLD1	Q8NE28
FAM13C	Q8NE31
CPEB3	Q8NE35
CHDH	Q8NE62
HIPK4	Q8NE63
ZNF738	Q8NE65
ABCF1	Q8NE71
BVES	Q8NE79
MCU	Q8NE86
FBXO36	Q8NEA4
C19orf18	Q8NEA5
GLIS3	Q8NEA6
GMCL1P1	Q8NEA9
PLPP5	Q8NEB5
ACRBP	Q8NEB7
PIK3C3	Q8NEB9
CATSPER1	Q8NEC5
GSTCD	Q8NEC7
KLHL30-AS1	Q8NEE0
FBXL13	Q8NEE6
TTC16	Q8NEE8
CCDC112	Q8NEF3
SRFBP1	Q8NEF9
FAM71C	Q8NEG0
C7orf57	Q8NEG2
FAM83F	Q8NEG4
ZSWIM2	Q8NEG5
DENND6B	Q8NEG7
MNS1	Q8NEH6
DUSP18	Q8NEJ0
NGDN	Q8NEJ9
ZNF548	Q8NEK5
FAM46D	Q8NEK8
CCDC54	Q8NEL0
DDHD1	Q8NEL9
MCPH1	Q8NEM0
ZNF680	Q8NEM1
SHCBP1	Q8NEM2
SUPT20H	Q8NEM7
AGBL3	Q8NEM8
ARMC2	Q8NEN0
PDZD8	Q8NEN9
DNAAF1	Q8NEP3
C17orf47	Q8NEP4
KLHDC9	Q8NEP7
ZNF555	Q8NEP9
C1orf162	Q8NEQ5
SRARP	Q8NEQ6
TRPV1	Q8NER1
ACVR1C	Q8NER5
LFNG	Q8NES3
DEFB124	Q8NES8
DEFB108B	Q8NET1
RTL9	Q8NET4
NFAM1	Q8NET5
CHST13	Q8NET6
TRPV3	Q8NET8
APPL2	Q8NEU8
CSNK2A3	Q8NEV1
MYO3A	Q8NEV4
EXPH5	Q8NEV8
IL27	Q8NEV9
SLC30A7	Q8NEW0
TMIE	Q8NEW7
WFDC9	Q8NEX5
WFDC11	Q8NEX6
SDR9C7	Q8NEX9
NAV1	Q8NEY1
SPATA4	Q8NEY3
ATP6V1C2	Q8NEY4
PPHLN1	Q8NEY8
VPS37A	Q8NEZ2
WDR19	Q8NEZ3
KMT2C	Q8NEZ4
FBXO22	Q8NEZ5
LPCAT1	Q8NF37
DOCK8	Q8NF50
ZMIZ2	Q8NF64
ANKRD20A12P	Q8NF67
PRSS33	Q8NF86
SYNE1	Q8NF91
ZNF397	Q8NF99
USP32	Q8NFA0
NOXO1	Q8NFA2
TMEM185A	Q8NFB2
BOD1L1	Q8NFC6
ANKK1	Q8NFD2
ARID1B	Q8NFD5
SLC24A4	Q8NFF2
FLAD1	Q8NFF5
FLCN	Q8NFG4
NUP43	Q8NFH3
NUP37	Q8NFH4
NUP35	Q8NFH5
REPS2	Q8NFH8
ENGASE	Q8NFI3
ST13P5	Q8NFI4
GPRC5A	Q8NFJ5
PROKR2	Q8NFJ6
BHLHE22	Q8NFJ8
BBS1	Q8NFJ9
GJC3	Q8NFK1
B3GNT7	Q8NFL0
ADCY4	Q8NFM4
IL17RD	Q8NFM7
GPR156	Q8NFN8
PXT1	Q8NFP0
MDGA1	Q8NFP4
NUDT10	Q8NFP7
NBEA	Q8NFP9
BPIFB6	Q8NFQ5
BPIFC	Q8NFQ6
TOR1AIP2	Q8NFQ8, Q9H496
SPTSSB	Q8NFR3
CCDC148	Q8NFR7
IL17RE	Q8NFR9
STEAP2	Q8NFT2
DBF4B	Q8NFT6
DNER	Q8NFT8
BEST4	Q8NFU0
BEST2	Q8NFU1
TSTD1	Q8NFU3
FDCSP	Q8NFU4
IPMK	Q8NFU5
TET1	Q8NFU7
ABHD11	Q8NFV4
SPDYE1	Q8NFV5
COL22A1	Q8NFW1
DMBX1	Q8NFW5
CMAS	Q8NFW8
MYRIP	Q8NFW9
STXBP6	Q8NFX7
SEMA6D	Q8NFY4
KBTBD8	Q8NFY9
FBXO18	Q8NFZ0
NLGN4Y	Q8NFZ3
NLGN2	Q8NFZ4
TNIP2	Q8NFZ5
VN1R2	Q8NFZ6
CADM4	Q8NFZ8
SLC26A10	Q8NG04
TRIM58	Q8NG06
HELB	Q8NG08
TSPAN14	Q8NG11
PJA1	Q8NG27
KNL1	Q8NG31
DEFB105A	Q8NG35
DEFB105B	Q8NG35
NPB	Q8NG41
LINS1	Q8NG48
RDM1	Q8NG50
ELOA3	Q8NG57
NEK11	Q8NG66
TTL	Q8NG68
OR5T1	Q8NG75
OR2T33	Q8NG76
OR2T12	Q8NG77
OR8G5	Q8NG78
OR2L5	Q8NG80
OR2M7	Q8NG81
OR2M3	Q8NG83
OR2AK2	Q8NG84
OR2L3	Q8NG85
OR13H1	Q8NG92
OR11H1	Q8NG94
OR7G3	Q8NG95
OR2Z1	Q8NG97
OR7D4	Q8NG98
OR7G2	Q8NG99
OR7G1	Q8NGA0
OR1M1	Q8NGA1
OR7A2P	Q8NGA2
GPR32P1	Q8NGA4
OR10H4	Q8NGA5
OR10H5	Q8NGA6
OR4F17	Q8NGA8
OR4C5	Q8NGB2
OR4S1	Q8NGB4
OR4M2	Q8NGB6
OR4F15	Q8NGB8
OR4F6	Q8NGB9
OR5AU1	Q8NGC0
OR11G2	Q8NGC1
OR4E2	Q8NGC2
OR10G2	Q8NGC3
OR10G3	Q8NGC4
OR6J1	Q8NGC5
OR4K17	Q8NGC6
OR11H6	Q8NGC7
OR11H7	Q8NGC8
OR11H4	Q8NGC9
OR4M1	Q8NGD0
OR4N2	Q8NGD1
OR4K2	Q8NGD2
OR4K5	Q8NGD3
OR4K1	Q8NGD4
OR4K14	Q8NGD5
OR10AD1	Q8NGE0
OR6C4	Q8NGE1
OR2AP1	Q8NGE2
OR10P1	Q8NGE3
OR10A7	Q8NGE5
OR9K2	Q8NGE7
OR4D9	Q8NGE8
OR9Q2	Q8NGE9
OR52B6	Q8NGF0
OR52R1	Q8NGF1
OR51D1	Q8NGF3
OR5AP2	Q8NGF4
OR10W1	Q8NGF6
OR5B17	Q8NGF7
OR4B1	Q8NGF8
OR4X2	Q8NGF9
OR8J3	Q8NGG0
OR8J2	Q8NGG1
OR5T2	Q8NGG2
OR5T3	Q8NGG3
OR8H1	Q8NGG4
OR8K1	Q8NGG5
OR8B12	Q8NGG6
OR8A1	Q8NGG7
OR8B3	Q8NGG8
OR2D3	Q8NGH3
OR56A1	Q8NGH5
OR52L2P	Q8NGH6
OR52L1	Q8NGH7
OR56A4	Q8NGH8
OR52E4	Q8NGH9
OR52N2	Q8NGI0
OR56B2P	Q8NGI1
OR52N4	Q8NGI2
OR56B1	Q8NGI3
OR4D11	Q8NGI4
OR4D10	Q8NGI6
OR10V1	Q8NGI7
OR5AN1	Q8NGI8
OR5A2	Q8NGI9
OR5A1	Q8NGJ0
OR4D6	Q8NGJ1
OR52H1	Q8NGJ2
OR52E1	Q8NGJ3
OR52E2	Q8NGJ4
OR51L1	Q8NGJ5
OR51A4	Q8NGJ6
OR51A2	Q8NGJ7
OR51S1	Q8NGJ8
OR51T1	Q8NGJ9
OR51G2	Q8NGK0
OR51G1	Q8NGK1
OR52B4	Q8NGK2
OR52K2	Q8NGK3
OR52K1	Q8NGK4
OR52M1	Q8NGK5
OR52I1	Q8NGK6
OR5D16	Q8NGK9
OR5L2	Q8NGL0
OR5D18	Q8NGL1
OR5L1	Q8NGL2
OR5D14	Q8NGL3
OR5D13	Q8NGL4
OR4A15	Q8NGL6
OR4P4	Q8NGL7
OR4C16	Q8NGL9
OR4C15	Q8NGM1
OR6M1	Q8NGM8
OR8D4	Q8NGM9
OR4D5	Q8NGN0
OR6T1	Q8NGN1
OR10S1	Q8NGN2
OR10G4	Q8NGN3
OR10G9	Q8NGN4
OR10G8	Q8NGN5
OR10G7	Q8NGN6
OR10D4P	Q8NGN7
OR4A4P	Q8NGN8
OR4C13	Q8NGP0
OR8J1	Q8NGP2
OR5M9	Q8NGP3
OR5M3	Q8NGP4
OR5M8	Q8NGP6
OR5M1	Q8NGP8
OR5AR1	Q8NGP9
OR9G4	Q8NGQ1
OR6Q1	Q8NGQ2
OR1S2	Q8NGQ3
OR10Q1	Q8NGQ4
OR9Q1	Q8NGQ5
OR9I1	Q8NGQ6
OR13A1	Q8NGR1
OR1L6	Q8NGR2
OR1K1	Q8NGR3
OR5C1	Q8NGR4
OR1L4	Q8NGR5
OR1B1	Q8NGR6
OR1L8	Q8NGR8
OR1N2	Q8NGR9
OR1N1	Q8NGS0
OR1J4	Q8NGS1
OR1J2	Q8NGS2
OR1J1	Q8NGS3
OR13F1	Q8NGS4
OR13C4	Q8NGS5
OR13C3	Q8NGS6
OR13C8	Q8NGS7
OR13C5	Q8NGS8
OR13C2	Q8NGS9
OR13C9	Q8NGT0
OR2K2	Q8NGT1
OR13J1	Q8NGT2
OR9A2	Q8NGT5
OR2A12	Q8NGT7
OR2A1	Q8NGT9
OR2A42	Q8NGT9
OR9A1P	Q8NGU1
OR9A4	Q8NGU2
OR2I1P	Q8NGU4
GPR150	Q8NGU9
OR2Y1	Q8NGV0
OR13D1	Q8NGV5
OR5H6	Q8NGV6
OR5H2	Q8NGV7
OR6B3	Q8NGW1
OR6K6	Q8NGW6
OR11L1	Q8NGX0
OR2T34	Q8NGX1
OR2T35	Q8NGX2
OR10T2	Q8NGX3
OR10K1	Q8NGX5
OR10R2	Q8NGX6
OR6Y1	Q8NGX8
OR6P1	Q8NGX9
OR10X1	Q8NGY0
OR10Z1	Q8NGY1
OR6K2	Q8NGY2
OR6K3	Q8NGY3
OR6N1	Q8NGY5
OR6N2	Q8NGY6
OR10J6P	Q8NGY7
OR2L8	Q8NGY9
OR2AJ1	Q8NGZ0
OR14K1	Q8NGZ2
OR13G1	Q8NGZ3
OR2G3	Q8NGZ4
OR2G2	Q8NGZ5
OR6F1	Q8NGZ6
OR2T10	Q8NGZ9
OR2T4	Q8NH00
OR2T11	Q8NH01
OR2T29	Q8NH02
OR2T3	Q8NH03
OR2T27	Q8NH04
OR4Q3	Q8NH05
OR1P1	Q8NH06
OR11H2	Q8NH07
OR10AC1	Q8NH08
OR8S1	Q8NH09
OR8U1	Q8NH10
OR2L2	Q8NH16
OR5J2	Q8NH18
OR10AG1	Q8NH19
OR4F5	Q8NH21
OR4C3	Q8NH37
OR6S1	Q8NH40
OR4K15	Q8NH41
OR4K13	Q8NH42
OR4L1	Q8NH43
OR5B3	Q8NH48
OR4X1	Q8NH49
OR8K5	Q8NH50
OR8K3	Q8NH51
OR52N1	Q8NH53
OR56A3	Q8NH54
OR52E5	Q8NH55
OR52N5	Q8NH56
OR52P1P	Q8NH57
OR51Q1	Q8NH59
OR52J3	Q8NH60
OR51F2	Q8NH61
OR51H1	Q8NH63
OR51A7	Q8NH64
OR52I2	Q8NH67
OR5W2	Q8NH69
OR4A16	Q8NH70
OR4C6	Q8NH72
OR4S2	Q8NH73
OR10A6	Q8NH74
OR56B4	Q8NH76
OR6X1	Q8NH79
OR10D3	Q8NH80
OR10G6	Q8NH81
OR4A5	Q8NH83
OR5R1	Q8NH85
OR9G1	Q8NH87
OR5AK3P	Q8NH89
OR5AK2	Q8NH90
OR1S1	Q8NH92
OR1L3	Q8NH93
OR1L1	Q8NH94
OR13C6P	Q8NH95
OR2AE1	Q8NHA4
OR2W6P	Q8NHA6
OR1F12	Q8NHA8
OR2V1	Q8NHB1
OR5K1	Q8NHB7
OR5K2	Q8NHB8
OR10J5	Q8NHC4
OR14A16	Q8NHC5
OR14L1P	Q8NHC6
OR14C36	Q8NHC7
OR2T6	Q8NHC8
ATP6V0E2	Q8NHE4
SVIP	Q8NHG7
ZNRF2	Q8NHG8
TTLL11	Q8NHH1
ATL2	Q8NHH9
LILRB4	Q8NHJ6
KIR2DL5B	Q8NHK3
LILRB1	Q8NHL6
PRSS3P2	Q8NHM4
KDM2B	Q8NHM5
AKR7L	Q8NHP1
MOSPD2	Q8NHP6
EXD1	Q8NHP7
PLBD2	Q8NHP8
CEP70	Q8NHQ1
RASSF8	Q8NHQ8
DDX55	Q8NHQ9
TERB2	Q8NHR7
PFN4	Q8NHR9
DNAJB8	Q8NHS0
CLDND2	Q8NHS1
GOT1L1	Q8NHS2
MFSD8	Q8NHS3
CLHC1	Q8NHS4
SPATA22	Q8NHS9
CT45A3	Q8NHU0
CFAP61	Q8NHU2
SGMS2	Q8NHU3
TDRD7	Q8NHU6
GIMAP7	Q8NHV1
NEDD1	Q8NHV4
C16orf52	Q8NHV5
RHOXF1	Q8NHV9
MAFA	Q8NHW3
CCL4L1	Q8NHW4
CCL4L2	Q8NHW4
RPLP0P6	Q8NHW5
OTOS	Q8NHW6
SPATA3	Q8NHX4
TPCN2	Q8NHX9
B4GALNT2	Q8NHY0
RFWD2	Q8NHY2
GAS2L2	Q8NHY3
HUS1B	Q8NHY5
ZFP28	Q8NHY6
MBD3L2	Q8NHZ7
CDC26	Q8NHZ8
NCOA7	Q8NI08
IL31RA	Q8NI17
MCFD2	Q8NI22
THOC2	Q8NI27
LINC01006	Q8NI28
FBXO27	Q8NI29
LYPD6B	Q8NI32
PATJ	Q8NI35
WDR36	Q8NI36
PPTC7	Q8NI37
NFKBID	Q8NI38
CTCFL	Q8NI51
COQ8A	Q8NI60
KIF18A	Q8NI77
ANGPTL6	Q8NI99
RP9	Q8TA86
ZNF563	Q8TA94
RNASE11	Q8TAA1
PSMA8	Q8TAA3
GRPEL2	Q8TAA5
VANGL1	Q8TAA9
PCDH19	Q8TAB3
C1orf216	Q8TAB5
CCDC26	Q8TAB7
RFESD	Q8TAC1
JOSD2	Q8TAC2
SCAMP5	Q8TAC9
IL17D	Q8TAD2
SLC30A5	Q8TAD4
C12orf75	Q8TAD7
SNIP1	Q8TAD8
PPP1R14C	Q8TAE6
KCNG3	Q8TAE7
GADD45GIP1	Q8TAE8
WDR48	Q8TAF3
FLVCR1-AS1	Q8TAF5
ZNF461	Q8TAF7
LHFPL5	Q8TAF8
VSTM2A	Q8TAG5
C8orf46	Q8TAG6
EXOC6	Q8TAG9
TYMSOS	Q8TAI1
RHEBL1	Q8TAI7
GABPB2	Q8TAK5
OLIG1	Q8TAK6
C9orf43	Q8TAL5
FIBIN	Q8TAL6
BBS10	Q8TAM1
TTC8	Q8TAM2
ERMN	Q8TAM6
LMO3	Q8TAP4
CEP76	Q8TAP6
PPP1R35	Q8TAP8
MPLKIP	Q8TAP9
SMARCC2	Q8TAQ2
ZNF420	Q8TAQ5
SUN3	Q8TAQ9
UHMK1	Q8TAS1
FGFBP3	Q8TAT2
NEIL3	Q8TAT5
NPLOC4	Q8TAT6
NKX2-3	Q8TAU0
ZNF417	Q8TAU3
FAM76A	Q8TAV0
CYP2W1	Q8TAV3
STOML3	Q8TAV4
C11orf45	Q8TAV5
ZNF671	Q8TAW3
OSR1	Q8TAX0
MUC7	Q8TAX7
GSDMB	Q8TAX9
FAM110D	Q8TAY7
CMTM2	Q8TAZ6
CXorf38	Q8TB03
UBALD1	Q8TB05
SPATA20	Q8TB22
RIN3	Q8TB24
LINC01560	Q8TB33
GDAP1	Q8TB36
NUBPL	Q8TB37
ABHD4	Q8TB40
DEPTOR	Q8TB45
FBXO30	Q8TB52
SLC35B2	Q8TB61
PRR7	Q8TB68
ZNF519	Q8TB69
PUM2	Q8TB72
NDNF	Q8TB73
HMGCLL1	Q8TB92
ITFG1	Q8TB96
GOLGA5	Q8TBA6
THAP6	Q8TBB0
LNX1	Q8TBB1
KLHDC4	Q8TBB5
SLC7A14	Q8TBB6
SHKBP1	Q8TBC3
UBA3	Q8TBC4
ZSCAN18	Q8TBC5
BAHD1	Q8TBE0
CNIH3	Q8TBE1
FNDC9	Q8TBE3
SLC35G2	Q8TBE7
NANP	Q8TBE9
FAM213B	Q8TBF2
ZCRB1	Q8TBF4
PIGX	Q8TBF5
FAM81A	Q8TBF8
ETNPPL	Q8TBG4
SYNPR	Q8TBG9
ARRDC2	Q8TBH0
PLPPR1	Q8TBJ4
FEZF2	Q8TBJ5
SETD6	Q8TBK2
ZCCHC10	Q8TBK6
TMEM254	Q8TBM7
DNAJB14	Q8TBM8
RAB3IL1	Q8TBN0
TBC1D16	Q8TBP0
FAM174A	Q8TBP5
SLC25A40	Q8TBP6
TMEM167A	Q8TBQ9
STAG3L4	Q8TBR4
CIRBP-AS1	Q8TBR5
FAM57A	Q8TBR7
PIP4K2C	Q8TBX8
RBM46	Q8TBY0
PMFBP1	Q8TBY8
WDR66	Q8TBY9
CCDC110	Q8TBZ0
MYCBPAP	Q8TBZ2
WDR20	Q8TBZ3
ZNF502	Q8TBZ5
TRMT10A	Q8TBZ6
ZNF564	Q8TBZ8
TEX47	Q8TBZ9
MDM1	Q8TC05
TBC1D15	Q8TC07
RDH11	Q8TC12
GRAPL	Q8TC17
CAGE1	Q8TC20
ZNF596	Q8TC21
TMEM163	Q8TC26
ADAM32	Q8TC27
ENKUR	Q8TC29
SUN5	Q8TC36
RNF217	Q8TC41
POC1B	Q8TC44
FAM71B	Q8TC56
M1AP	Q8TC57
PIWIL2	Q8TC59
SPATA18	Q8TC71
FAM110B	Q8TC76
FANK1	Q8TC84
CCER1	Q8TC90
ENOX1	Q8TC92
ACTL9	Q8TC94
FNDC8	Q8TC99
LRRC20	Q8TCA0
IFI44	Q8TCB0
OR51E1	Q8TCB6
METTL6	Q8TCB7
MRPL30	Q8TCC3
